SalePrice,id
252446.97476,1605
173267.889721,1606
180414.22133,1607
219504.795252,1608
185704.799002,1609
157114.37602,1610
150293.149558,1611
169143.242846,1612
167408.183253,1613
122161.182455,1614
94820.8735901,1615
82624.5233443,1616
96592.5600522,1617
124099.822349,1618
139079.47248,1619
157560.413027,1620
143310.891175,1621
142670.297832,1622
260651.787745,1623
217288.718138,1624
120997.714769,1625
178825.037806,1626
192821.994968,1627
289116.153486,1628
193524.56001,1629
348764.825306,1630
242350.9476,1631
262995.582405,1632
183158.156209,1633
192667.778293,1634
179980.610361,1635
155253.761673,1636
201866.029384,1637
190820.054003,1638
196832.511867,1639
259438.024771,1640
192213.987129,1641
241348.850076,1642
220327.199637,1643
240546.705394,1644
197625.671931,1645
160365.254329,1646
168789.469289,1647
128116.952122,1648
141665.756571,1649
114597.116233,1650
122295.91587,1651
101401.129368,1652
104040.32125,1653
146322.629242,1654
131412.982289,1655
141375.570734,1656
148956.667601,1657
147650.230627,1658
116487.661804,1659
160643.92363,1660
404173.390817,1661
394291.287343,1662
357989.749291,1663
480333.658538,1664
295359.444095,1665
334634.633878,1666
337789.559322,1667
328162.237917,1668
304199.632245,1669
336815.322137,1670
271461.787917,1671
398151.475266,1672
301160.69302,1673
255377.587831,1674
206933.168238,1675
201641.610415,1676
232454.19168,1677
430595.330721,1678
371079.599007,1679
323179.089702,1680
243213.642881,1681
323302.758095,1682
194438.453099,1683
178102.315873,1684
177580.371298,1685
170273.996983,1686
181557.10573,1687
194355.916092,1688
198083.751993,1689
201895.479448,1690
191449.204925,1691
264457.863989,1692
176087.516334,1693
187059.86671,1694
172783.899425,1695
276793.929272,1696
178900.824574,1697
354351.604028,1698
321144.628059,1699
261144.124946,1700
288886.723508,1701
245745.112935,1702
244944.784222,1703
278476.648409,1704
237425.435886,1705
232150.302968,1706
210282.6408,1707
201082.621708,1708
263786.401336,1709
221464.518165,1710
270537.402236,1711
256317.351788,1712
264138.822518,1713
228263.637527,1714
214776.627615,1715
181046.098281,1716
178540.33165,1717
139836.894134,1718
213491.292669,1719
245536.609985,1720
159386.152854,1721
125087.427325,1722
152492.238912,1723
207489.29121,1724
242287.92258,1725
190690.54348,1726
161263.201733,1727
177044.975498,1728
173589.755816,1729
164553.381185,1730
125269.812161,1731
121578.42132,1732
111111.840436,1733
119790.142805,1734
124057.380491,1735
109293.5896,1736
303197.175819,1737
267460.119186,1738
237353.547465,1739
206811.578058,1740
183966.565874,1741
176460.342153,1742
184990.731791,1743
299218.540156,1744
220351.824785,1745
206043.915851,1746
224012.814267,1747
219508.27842,1748
146267.702168,1749
132064.463417,1750
259473.466191,1751
115382.642626,1752
150922.229155,1753
200575.47056,1754
171182.225424,1755
123206.117504,1756
119780.907605,1757
148448.363134,1758
174118.609032,1759
164606.92073,1760
151663.61296,1761
177686.18224,1762
196552.102178,1763
116657.490953,1764
163262.850138,1765
189504.211447,1766
224467.59528,1767
140496.451003,1768
179276.06789,1769
154583.419445,1770
126288.1122,1771
135774.117695,1772
123763.313107,1773
145476.028855,1774
145443.474813,1775
130799.661342,1776
109268.610534,1777
142246.822339,1778
116550.074016,1779
182253.727834,1780
128195.53476,1781
84153.5290426,1782
142195.179929,1783
108385.667059,1784
118857.307826,1785
140830.669329,1786
171483.147907,1787
61279.6462474,1788
100141.623424,1789
77147.8479966,1790
181953.091354,1791
164757.780993,1792
134650.383386,1793
161194.797619,1794
138382.536025,1795
136964.37587,1796
119659.508644,1797
122535.376001,1798
106886.743648,1799
135330.111401,1800
127946.160494,1801
151127.275941,1802
153502.747968,1803
142592.134239,1804
138932.819847,1805
129836.854023,1806
141125.655861,1807
132144.96349,1808
126161.486993,1809
139757.084241,1810
100983.336239,1811
103553.190962,1812
125186.996576,1813
92766.5847374,1814
56402.4769551,1815
100008.070621,1816
110233.100093,1817
145456.869129,1818
124272.08364,1819
69529.8870246,1820
120108.396349,1821
152650.080322,1822
58417.0566146,1823
132265.777729,1824
138532.256309,1825
108524.971884,1826
105599.088824,1827
139996.804137,1828
135567.821208,1829
142948.611566,1830
161009.957514,1831
65108.7376005,1832
146580.61163,1833
120625.91016,1834
111301.76079,1835
123127.912915,1836
84303.4444972,1837
128164.325352,1838
99578.7823842,1839
146486.625892,1840
135233.754639,1841
95384.8410576,1842
129710.874221,1843
146957.60152,1844
149676.263744,1845
155653.832081,1846
176412.802906,1847
55074.0875901,1848
118620.581616,1849
118704.225964,1850
156859.529107,1851
130544.082747,1852
121444.761575,1853
168153.031681,1854
162465.045924,1855
226215.936142,1856
147671.641943,1857
137952.424841,1858
125080.851443,1859
138744.738056,1860
124215.054983,1861
312206.294842,1862
288888.461051,1863
288995.901135,1864
320290.17743,1865
306688.917635,1866
225910.179567,1867
274881.351769,1868
203710.944991,1869
225675.894856,1870
250235.149943,1871
177429.714263,1872
240752.023106,1873
154784.611279,1874
208314.694442,1875
204095.088603,1876
212483.247848,1877
205067.58385,1878
130443.272257,1879
133025.499067,1880
243867.058563,1881
247015.071802,1882
190842.422325,1883
206104.96307,1884
240753.860919,1885
279062.846547,1886
216985.372993,1887
265331.53112,1888
172752.022472,1889
116779.805032,1890
131796.263593,1891
96019.5371708,1892
129356.145784,1893
125143.670819,1894
137663.827578,1895
127986.01405,1896
111296.420012,1897
116397.179018,1898
168626.36369,1899
161317.468806,1900
168996.887811,1901
156941.194319,1902
219326.110564,1903
148163.160451,1904
205922.302808,1905
141468.200739,1906
216395.113678,1907
110700.143743,1908
135181.981695,1909
119917.813392,1910
239839.858533,1911
345875.484092,1912
140967.9654,1913
70472.4037508,1914
282232.705494,1915
57248.6354506,1916
253826.963446,1917
142987.095529,1918
184174.410057,1919
169455.724571,1920
332975.369075,1921
296588.401612,1922
250991.474923,1923
221079.313971,1924
202639.226175,1925
336808.253092,1926
135189.665962,1927
164949.547513,1928
122537.215514,1929
138643.867587,1930
140704.761912,1931
145138.609628,1932
181672.876176,1933
186204.26882,1934
174408.323588,1935
197867.259952,1936
192360.482851,1937
179106.353879,1938
246127.96217,1939
200725.292825,1940
172663.000026,1941
190436.308528,1942
230233.499276,1943
350124.865499,1944
379175.805088,1945
142407.439267,1946
187450.97345,1947
171919.836331,1948
238328.597546,1949
194264.078369,1950
249803.264075,1951
212683.830224,1952
166965.254273,1953
192168.420609,1954
140853.179421,1955
303301.945352,1956
155563.918256,1957
284493.233611,1958
145938.966688,1959
114931.570685,1960
119384.096943,1961
99972.9823223,1962
106843.746201,1963
107556.230101,1964
145381.578734,1965
139546.266161,1966
300149.2257,1967
388999.709608,1968
369253.386328,1969
403694.844116,1970
462759.531086,1971
366565.02976,1972
284436.169321,1973
326360.310512,1974
462048.823705,1975
283869.524843,1976
355238.128113,1977
352319.099425,1978
335471.896832,1979
198818.890825,1980
335364.002121,1981
232393.334502,1982
218292.947383,1983
180572.527267,1984
226313.247509,1985
213555.329175,1986
189453.937391,1987
175820.651877,1988
196949.087403,1989
209833.773972,1990
247150.923313,1991
220571.336352,1992
170300.829252,1993
232902.084929,1994
188236.188682,1995
256135.586914,1996
310036.572448,1997
317642.593537,1998
280769.898303,1999
329321.98827,2000
283344.14021,2001
242214.610987,2002
261673.426725,2003
291473.596724,2004
225529.716318,2005
227274.338218,2006
253117.506255,2007
214307.982022,2008
200399.710417,2009
197260.75514,2010
145254.001736,2011
173016.269784,2012
179906.576821,2013
186731.356612,2014
214534.09706,2015
193944.668904,2016
196135.112602,2017
115416.518023,2018
131198.547659,2019
103075.140181,2020
102220.47548,2021
187641.099335,2022
146630.236118,2023
284737.395947,2024
363341.994185,2025
173904.910841,2026
160404.790749,2027
160679.6961,2028
166795.020829,2029
257909.42418,2030
227807.163631,2031
238928.046385,2032
247076.653467,2033
173005.217913,2034
228689.989715,2035
202601.363943,2036
205156.174682,2037
326629.402906,2038
236989.888494,2039
287503.567299,2040
283920.731242,2041
211658.67193,2042
177098.427929,2043
178364.210184,2044
215636.907829,2045
143452.668703,2046
144498.015332,2047
142389.895831,2048
147748.719868,2049
179618.859197,2050
103899.536559,2051
126115.836705,2052
149200.271822,2053
92206.8035286,2054
157241.817318,2055
159154.95679,2056
114256.877566,2057
217092.122429,2058
132689.201374,2059
172511.24062,2060
180310.980184,2061
129756.943788,2062
119429.477352,2063
136382.522619,2064
123112.321301,2065
176962.191005,2066
108588.24565,2067
152697.383913,2068
88068.4649788,2069
117355.572237,2070
92336.9765298,2071
141686.08119,2072
130728.658352,2073
183521.858259,2074
152090.084258,2075
119470.073972,2076
154880.465663,2077
126254.017731,2078
138589.21042,2079
117771.716014,2080
132691.428031,2081
125210.3249,2082
153483.565131,2083
105797.867219,2084
114678.508972,2085
130747.348816,2086
131481.385205,2087
103152.787762,2088
77883.721646,2089
124256.328311,2090
107664.422295,2091
127016.9412,2092
115634.46008,2093
112806.785833,2094
143264.994266,2095
87957.3541876,2096
103830.961035,2097
152172.85678,2098
51409.5388912,2099
77758.3107867,2100
112257.714839,2101
135173.334768,2102
104714.713347,2103
148760.152004,2104
132302.550879,2105
68157.013769,2106
197982.772285,2107
121511.502437,2108
111850.750078,2109
134726.141361,2110
148002.745483,2111
141497.437063,2112
122476.228649,2113
128576.731176,2114
164465.911165,2115
116176.60251,2116
153629.981663,2117
126270.039474,2118
117749.794229,2119
117715.843984,2120
101355.647221,2121
113576.338131,2122
86392.1003196,2123
167476.309638,2124
133089.116287,2125
151141.125452,2126
172636.331212,2127
128073.454775,2128
83897.4976042,2129
131383.65338,2130
143767.228501,2131
112591.994386,2132
120274.849203,2133
119975.987906,2134
92962.8747684,2135
77255.3655925,2136
107308.009697,2137
133859.854884,2138
156301.826393,2139
139502.79926,2140
165744.290686,2141
127149.793739,2142
148462.252812,2143
121932.81351,2144
137674.75273,2145
175784.677466,2146
152044.691308,2147
144655.919608,2148
152513.94565,2149
243128.875894,2150
119855.762579,2151
181746.727,2152
158943.63681,2153
107259.505333,2154
143291.899502,2155
230738.645171,2156
225042.603094,2157
246315.86682,2158
219884.981257,2159
190429.0959,2160
235947.775487,2161
367450.861105,2162
315391.087829,2163
255043.806672,2164
219693.163029,2165
159745.896333,2166
219450.300136,2167
197364.848397,2168
199600.852949,2169
223791.542033,2170
160341.286706,2171
136997.985914,2172
180307.85467,2173
224513.663279,2174
295444.888348,2175
304623.534287,2176
238943.974126,2177
218648.741673,2178
138574.660259,2179
220606.01836,2180
197701.322022,2181
227538.410834,2182
193963.385571,2183
119765.179061,2184
131141.552958,2185
143371.574317,2186
158215.804954,2187
159461.037761,2188
279865.844568,2189
79804.8137626,2190
83923.9274095,2191
85932.1649778,2192
108366.972264,2193
105419.731407,2194
102431.663055,2195
104287.650784,2196
117061.887294,2197
160394.36539,2198
177828.553944,2199
156608.265824,2200
152325.170488,2201
223469.844458,2202
142193.360296,2203
180126.589533,2204
124295.350431,2205
139714.211472,2206
219510.905623,2207
282028.462609,2208
245301.774563,2209
121346.745429,2210
118783.100267,2211
121539.410429,2212
103732.819689,2213
134645.949071,2214
100336.551709,2215
146053.13889,2216
64272.1665761,2217
91329.0061313,2218
83893.0018862,2219
73876.1997056,2220
282584.655841,2221
258575.921705,2222
279686.54924,2223
214012.981253,2224
130384.983527,2225
183641.619777,2226
197105.684218,2227
260351.303525,2228
258513.46548,2229
156033.732321,2230
214505.99306,2231
177610.973856,2232
183539.113753,2233
236613.369207,2234
213865.528794,2235
255157.633407,2236
291025.908563,2237
201778.531286,2238
117309.278318,2239
156316.268769,2240
151001.747008,2241
125845.481507,2242
139429.410494,2243
104866.409742,2244
98847.3815365,2245
146625.216052,2246
119895.645236,2247
119459.779475,2248
118136.699026,2249
129630.00675,2250
109197.602057,2251
185404.570571,2252
159831.487552,2253
192115.48919,2254
192797.960014,2255
181454.705605,2256
208969.821858,2257
162171.062318,2258
178120.559878,2259
146903.028336,2260
211615.701157,2261
228858.13217,2262
360634.722454,2263
494049.83604,2264
193349.633284,2265
300372.751532,2266
354910.189819,2267
441458.650376,2268
157156.559912,2269
199706.018149,2270
213679.961421,2271
198068.604467,2272
161975.451783,2273
180922.849532,2274
154291.734485,2275
188738.160648,2276
184537.381754,2277
153522.705252,2278
121145.028249,2279
118077.213275,2280
162308.486773,2281
185195.024345,2282
111181.929847,2283
110645.861394,2284
137309.416383,2285
124844.02163,2286
366173.394319,2287
287006.606444,2288
376653.34242,2289
443595.988141,2290
331295.237968,2291
423852.646583,2292
449453.629251,2293
386004.386738,2294
472991.591986,2295
299340.757331,2296
346249.015677,2297
322801.462591,2298
344789.511551,2299
337670.087678,2300
314072.805615,2301
264949.161839,2302
264660.565811,2303
271890.312095,2304
205030.538619,2305
195140.521005,2306
212048.815819,2307
228900.636841,2308
280289.291633,2309
228103.285823,2310
213286.66864,2311
180396.139848,2312
172608.01537,2313
181500.147509,2314
185756.588371,2315
210795.273954,2316
194598.333744,2317
183373.435803,2318
187643.268921,2319
190938.248716,2320
241826.053232,2321
182931.536416,2322
202342.834734,2323
189266.656098,2324
220116.209063,2325
183043.82523,2326
204436.046348,2327
224227.752158,2328
199452.533998,2329
183887.644564,2330
350210.563959,2331
402960.568292,2332
332045.310077,2333
268519.245638,2334
291205.207554,2335
311861.750542,2336
205140.96536,2337
270942.253496,2338
227804.604503,2339
377414.478454,2340
217068.439297,2341
243703.745316,2342
233306.055484,2343
223138.027489,2344
241383.522544,2345
221189.505038,2346
202431.031973,2347
251510.910136,2348
184818.475797,2349
304693.348222,2350
250202.875053,2351
256368.105248,2352
239294.162365,2353
144111.8579,2354
149046.660101,2355
149982.922591,2356
189101.18826,2357
200077.802844,2358
137888.353803,2359
117168.609939,2360
143483.859169,2361
269974.832411,2362
140219.415506,2363
159043.356644,2364
218964.446041,2365
195244.007214,2366
227771.160525,2367
211391.331034,2368
219952.243423,2369
168500.703682,2370
165624.88245,2371
191873.13819,2372
279282.136086,2373
312372.260151,2374
249984.151012,2375
281257.541766,2376
331332.967041,2377
142815.943946,2378
203251.515779,2379
151172.490753,2380
170932.709668,2381
211900.069612,2382
203081.949996,2383
244213.0749,2384
164455.601083,2385
132059.137331,2386
136956.957573,2387
108399.008314,2388
118461.859575,2389
150815.683247,2390
142759.940224,2391
114527.297736,2392
168603.998514,2393
144550.151139,2394
211985.531701,2395
147995.67015,2396
224055.614575,2397
136441.665185,2398
69720.1036604,2399
67607.6480331,2400
116311.411413,2401
139380.999106,2402
147033.639279,2403
154710.16681,2404
161357.572857,2405
138130.216233,2406
126786.509177,2407
149275.412138,2408
121476.496203,2409
178194.556233,2410
112983.103044,2411
156141.060374,2412
132449.139122,2413
158941.383102,2414
134575.0147,2415
129468.445462,2416
129710.099814,2417
132895.280151,2418
131350.717573,2419
118529.502679,2420
147799.632663,2421
106721.398647,2422
119049.902686,2423
171134.800588,2424
194739.719357,2425
128597.595343,2426
131667.209642,2427
184474.803398,2428
114548.096668,2429
134215.186534,2430
114893.851421,2431
148985.701188,2432
145692.548109,2433
140049.827568,2434
156838.757204,2435
106483.540799,2436
104205.172537,2437
118940.308181,2438
106237.624713,2439
127457.345727,2440
98011.2562683,2441
98141.072299,2442
128695.636602,2443
132292.245785,2444
91810.934822,2445
135999.105228,2446
185345.605994,2447
136773.671822,2448
113417.168148,2449
159238.304317,2450
120176.144017,2451
193386.901071,2452
97373.5960421,2453
123088.673332,2454
123165.369345,2455
138020.741792,2456
133537.962612,2457
130252.397666,2458
109748.49069,2459
147012.315894,2460
136661.850637,2461
136762.075533,2462
131506.098536,2463
170342.006955,2464
142087.499749,2465
115638.955478,2466
134631.389735,2467
84435.1924731,2468
83292.5028995,2469
199101.757088,2470
209241.582312,2471
159997.42297,2472
115582.785452,2473
77368.4277421,2474
222648.230853,2475
118564.980194,2476
125291.504724,2477
157519.678555,2478
109755.283752,2479
159407.005118,2480
121931.116082,2481
124019.808115,2482
111558.628803,2483
123834.983572,2484
123480.284871,2485
158119.415856,2486
172526.251584,2487
168118.312417,2488
159083.156695,2489
142643.148249,2490
97681.4604254,2491
196323.70698,2492
163210.691009,2493
153433.027726,2494
95421.6746186,2495
244707.625237,2496
153741.629697,2497
104348.338608,2498
87598.7646759,2499
118324.248474,2500
139154.724451,2501
145610.175646,2502
105991.846746,2503
169863.653133,2504
227420.035296,2505
250870.446317,2506
284825.204355,2507
253023.942048,2508
221812.066286,2509
220222.753032,2510
174497.242352,2511
211508.824108,2512
224144.038573,2513
360727.932603,2514
151657.724231,2515
179991.878566,2516
149841.216416,2517
156437.271959,2518
241675.751856,2519
225956.66304,2520
190217.250387,2521
225543.551975,2522
119661.95676,2523
136449.572605,2524
146410.817016,2525
139766.367972,2526
122440.002519,2527
126108.576189,2528
133006.533386,2529
129461.07206,2530
253827.711502,2531
228838.642739,2532
193621.617591,2533
240088.343464,2534
291415.315014,2535
217488.485129,2536
246711.893562,2537
187989.08831,2538
191125.635668,2539
184009.393508,2540
184244.005711,2541
164388.590728,2542
121736.42147,2543
117658.022887,2544
140155.27101,2545
124702.904155,2546
135775.358351,2547
157646.991735,2548
157220.130047,2549
644238.759522,2550
144332.152302,2551
128411.918979,2552
80761.4657415,2553
95307.4041173,2554
121156.382991,2555
93795.6046433,2556
101646.325107,2557
121909.929917,2558
146474.019875,2559
156226.180016,2560
152220.438396,2561
142254.29204,2562
154696.303217,2563
199259.43197,2564
140023.788276,2565
165052.450131,2566
147225.002395,2567
199813.286423,2568
227266.429151,2569
119397.105028,2570
195446.332585,2571
160076.179627,2572
230827.081034,2573
323119.110793,2574
128911.739459,2575
118819.70973,2576
143335.89668,2577
81021.2011366,2578
54675.4572394,2579
107531.58187,2580
116841.455827,2581
126266.441703,2582
287439.890108,2583
183767.59753,2584
189921.82083,2585
224367.72135,2586
206937.447499,2587
149189.697315,2588
151680.003459,2589
202603.030929,2590
244711.605024,2591
215668.854962,2592
246807.877468,2593
189596.051407,2594
201367.409033,2595
283471.754957,2596
180506.00602,2597
285431.137631,2598
331442.54713,2599
156357.681329,2600
140364.654889,2601
86281.9302716,2602
91534.414274,2603
92389.482958,2604
81752.1742864,2605
143078.153851,2606
205371.594382,2607
201009.703359,2608
174735.116532,2609
106846.863509,2610
129227.816842,2611
163808.867382,2612
128339.96354,2613
124141.750381,2614
158312.673042,2615
145554.260648,2616
186095.448384,2617
194808.524621,2618
201769.055271,2619
188674.839865,2620
178488.501737,2621
182775.976469,2622
242789.494353,2623
309278.323462,2624
303693.096867,2625
174600.675741,2626
172552.944484,2627
462929.928541,2628
494375.875851,2629
393285.79733,2630
464436.254131,2631
393429.106938,2632
311538.531645,2633
407104.523012,2634
159180.787548,2635
175221.72134,2636
172491.438066,2637
262467.95823,2638
194948.311095,2639
147940.749571,2640
103483.811534,2641
188027.244219,2642
109281.70643,2643
122900.657583,2644
111461.437444,2645
96657.7379248,2646
106404.413132,2647
140842.44777,2648
159635.504622,2649
133683.470015,2650
140060.118738,2651
400149.22572,2652
267298.600906,2653
263363.670947,2654
375536.733288,2655
332141.839978,2656
344456.715472,2657
305739.448903,2658
323897.109588,2659
363084.264083,2660
365827.37704,2661
352671.493013,2662
305645.561369,2663
271571.030647,2664
326007.952589,2665
292568.101357,2666
174685.14214,2667
182778.090444,2668
188285.503583,2669
279869.374419,2670
191937.789352,2671
200825.288224,2672
198776.762496,2673
197356.670822,2674
175686.978229,2675
196405.466396,2676
201704.2752,2677
253994.288818,2678
288333.177248,2679
304747.637885,2680
378120.548514,2681
321194.559346,2682
467712.308712,2683
332660.877049,2684
342304.924119,2685
252624.774701,2686
295521.636692,2687
222342.509788,2688
215705.798203,2689
375308.913143,2690
190520.950355,2691
146065.877823,2692
204807.538851,2693
140935.042172,2694
192205.202084,2695
185700.224703,2696
184809.233899,2697
190416.302354,2698
178554.477323,2699
160252.239165,2700
149246.805188,2701
112632.22337,2702
134673.026013,2703
144127.173579,2704
115143.173006,2705
108240.583275,2706
122029.047312,2707
132341.724156,2708
103848.273215,2709
126107.830865,2710
167144.071688,2711
375552.953696,2712
165588.395147,2713
149350.8104,2714
171381.853419,2715
149410.729797,2716
196202.714012,2717
220219.036847,2718
151001.474738,2719
174997.25218,2720
129940.677785,2721
162197.10178,2722
145912.342586,2723
124615.46897,2724
129371.15336,2725
149179.392465,2726
182107.512869,2727
188119.153704,2728
149290.879953,2729
150285.805186,2730
130518.813254,2731
133397.354436,2732
161159.755643,2733
140027.593683,2734
133571.670437,2735
139730.304072,2736
118528.117669,2737
140809.85961,2738
159743.268399,2739
135870.601867,2740
147704.953067,2741
156201.32625,2742
155479.431389,2743
158021.868515,2744
145699.394712,2745
136353.158611,2746
158398.390369,2747
128417.635534,2748
127585.747386,2749
130458.292326,2750
132334.614108,2751
217872.428406,2752
151373.513973,2753
198106.693629,2754
138902.668785,2755
91955.9272612,2756
73765.3904033,2757
88623.1653465,2758
160083.154228,2759
121424.956012,2760
140478.62114,2761
143706.028784,2762
189326.558488,2763
158666.282776,2764
300268.95545,2765
119758.846857,2766
90119.7839668,2767
131973.412535,2768
131966.679594,2769
144122.859159,2770
105394.159822,2771
111499.480243,2772
168386.433538,2773
146594.077665,2774
118647.817141,2775
149847.207161,2776
151484.217303,2777
107686.198794,2778
121429.400432,2779
102485.019214,2780
94343.7587789,2781
94728.4143196,2782
96680.8417806,2783
122538.84185,2784
134336.414446,2785
67423.2927878,2786
130637.26139,2787
76138.4813412,2788
165839.357171,2789
95307.8402677,2790
112092.415841,2791
70090.099343,2792
152865.256665,2793
100473.649874,2794
123001.803596,2795
96247.9967087,2796
190665.963656,2797
111115.588276,2798
116544.352338,2799
73030.5256725,2800
104505.316573,2801
129327.140545,2802
168847.743069,2803
137112.758457,2804
100031.36013,2805
87403.9612579,2806
163288.075373,2807
144420.484668,2808
132877.049199,2809
126320.086376,2810
160603.00348,2811
171600.373464,2812
158434.442654,2813
162942.04392,2814
100919.563157,2815
233571.79294,2816
151778.542479,2817
129447.327386,2818
170657.913903,2819
135729.206991,2820
107096.028996,2821
201275.141847,2822
305101.095385,2823
160593.941257,2824
146452.608507,2825
130286.037922,2826
142251.557473,2827
220153.738889,2828
224378.897096,2829
234989.181148,2830
178476.756032,2831
246328.600918,2832
288428.73462,2833
227944.252516,2834
228227.284639,2835
191570.784117,2836
168470.891112,2837
150089.287295,2838
173647.704068,2839
207733.011947,2840
206014.489837,2841
232549.689496,2842
151540.161092,2843
178224.327896,2844
126602.127556,2845
210345.251896,2846
212588.462306,2847
219715.453415,2848
199869.8256,2849
278604.802629,2850
217303.138279,2851
238121.967354,2852
235570.07774,2853
138405.08329,2854
202706.431604,2855
205570.26543,2856
190501.137809,2857
213403.133264,2858
115001.539703,2859
136398.020896,2860
129474.174367,2861
185307.213778,2862
131043.960079,2863
224043.384098,2864
150450.387363,2865
148703.649339,2866
99556.4182334,2867
99666.4248423,2868
93312.1845623,2869
129553.75332,2870
88979.6585538,2871
48320.3840146,2872
99925.8626447,2873
146381.694969,2874
118017.404234,2875
165218.007192,2876
144862.197251,2877
167967.365066,2878
142860.068406,2879
108430.619783,2880
149734.471619,2881
176526.091031,2882
203025.457002,2883
207445.685788,2884
194221.963065,2885
233424.206345,2886
96765.900675,2887
137600.472026,2888
59713.0642419,2889
77201.3055733,2890
135109.475571,2891
57262.5861079,2892
93078.7391378,2893
67295.2317135,2894
319555.73218,2895
271064.612636,2896
220145.856737,2897
156901.036674,2898
204463.945526,2899
163683.870056,2900
214577.928757,2901
175660.888285,2902
313548.517826,2903
330735.046515,2904
89391.0253459,2905
206198.142002,2906
117770.052947,2907
131238.506438,2908
161897.273346,2909
75266.2227993,2910
85321.2409114,2911
158826.093918,2912
84181.3237496,2913
80899.644212,2914
90002.1844806,2915
87080.4791616,2916
169780.699884,2917
122880.883839,2918
229844.074902,2919
